Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,89730,10/9/2023,-0.044450295,-0.019504863,-0.018842774,21,100
Market-Adjusted Model,89731,10/9/2023,-0.051106371,-0.024039162,-0.025498851,21,100
Market-Adjusted Model,89733,10/9/2023,-0.069289249,-0.045505943,-0.043681729,21,100
Market-Adjusted Model,89736,10/9/2023,-0.024759263,0.003197579,0.000848257,21,100
Market-Adjusted Model,89741,10/9/2023,0.028938958,0.054361958,0.054546478,21,100
Market-Adjusted Model,89744,10/9/2023,-0.019727296,0.006474228,0.005880225,21,100
Market-Adjusted Model,89745,10/9/2023,-0.053949436,-0.029456322,-0.028341915,21,100
Market-Adjusted Model,89746,10/9/2023,-0.049597011,-0.025319893,-0.023989491,21,100
Market-Adjusted Model,89748,10/9/2023,-0.038770931,-0.013778438,-0.01316341,21,100
Market-Adjusted Model,89753,10/9/2023,-0.025587063,0.004864516,2.04576E-05,21,100
Market-Adjusted Model,89756,10/9/2023,-0.04123283,0.025136997,-0.015625309,21,100
Market-Adjusted Model,89764,10/9/2023,-0.068291685,-0.045102659,-0.042684165,21,100
Market-Adjusted Model,89766,10/9/2023,-0.118987096,-0.100234265,-0.093379576,21,100
Market-Adjusted Model,89773,10/9/2023,-0.036560576,-0.011475622,-0.010953056,21,100
Market-Adjusted Model,89777,10/9/2023,-0.037909714,-0.012997753,-0.012302194,21,100
Market-Adjusted Model,89778,10/9/2023,-0.025507413,-0.000190972,0.000100107,21,100
Market-Adjusted Model,89780,10/9/2023,-0.072802044,-0.049625887,-0.047194523,21,100
Market-Adjusted Model,89781,10/9/2023,0.030036817,0.057529506,0.055644338,21,100
Market-Adjusted Model,89783,10/9/2023,-0.068324221,-0.045042032,-0.042716701,21,100
Market-Adjusted Model,89784,10/9/2023,-0.033574873,-0.007639183,-0.007967352,21,100
Market-Adjusted Model,89786,10/9/2023,-0.071387625,-0.047730023,-0.045780104,21,100
Market-Adjusted Model,89788,10/9/2023,-0.099116314,-0.078081098,-0.073508793,21,100
Market-Adjusted Model,89789,10/9/2023,-0.027324157,-0.000461618,-0.001716637,21,100
Market-Adjusted Model,89790,10/9/2023,-0.361171164,-0.392683378,-0.335563644,21,100
Market-Adjusted Model,89792,10/9/2023,-0.030784998,-0.002337454,-0.005177478,21,100
Market-Adjusted Model,89800,10/9/2023,-0.127435046,-0.104241637,-0.101827526,21,100
Market-Adjusted Model,89803,10/9/2023,-0.044247749,0.002162199,-0.018640229,21,100
Market-Adjusted Model,89807,10/9/2023,-0.047157436,-0.022436268,-0.021549915,21,100
Market-Adjusted Model,89808,10/9/2023,-0.068457634,-0.044891064,-0.042850113,21,100
Market-Adjusted Model,89809,10/9/2023,-0.056362156,-0.0322088,-0.030754636,21,100
Market-Adjusted Model,89810,10/9/2023,-0.106731615,-0.08527814,-0.081124095,21,100
Market-Adjusted Model,89812,10/9/2023,-0.093632457,-0.070466639,-0.068024937,21,100
Market-Adjusted Model,89814,10/9/2023,-0.069631661,-0.045931818,-0.044024141,21,100
Market-Adjusted Model,89823,10/9/2023,-0.039529747,-0.011926886,-0.013922226,21,100
Market-Adjusted Model,89824,10/9/2023,0.150253225,0.196797858,0.175860745,21,100
Market-Adjusted Model,89826,10/9/2023,-0.091093079,-0.065869767,-0.065485559,21,100
Market-Adjusted Model,89828,10/9/2023,-0.014067984,0.012993003,0.011539536,21,100
Market-Adjusted Model,89841,10/9/2023,-0.051529173,-0.025332842,-0.025921653,21,100
Market-Adjusted Model,89842,10/9/2023,-0.086712754,-0.064540883,-0.061105234,21,100
Market-Adjusted Model,89848,10/9/2023,-0.025616263,-0.000445163,-8.74E-06,21,100
Market-Adjusted Model,89854,10/9/2023,-0.061536441,-0.035301461,-0.035928921,21,100
Market-Adjusted Model,89855,10/9/2023,-0.027672953,-0.002558261,-0.002065433,21,100
Market-Adjusted Model,89856,10/9/2023,-0.024277051,0.003081899,0.001330469,21,100
Market-Adjusted Model,89857,10/9/2023,0.023686555,0.053958194,0.049294075,21,100
Market-Adjusted Model,89858,10/9/2023,-0.01266623,0.014577961,0.01294129,21,100
Market-Adjusted Model,89866,10/9/2023,-0.031964429,-0.005577573,-0.006356909,21,100
Market-Adjusted Model,89869,10/9/2023,-0.014431403,0.011712262,0.011176118,21,100
Market-Adjusted Model,89875,10/9/2023,-0.028366366,-0.000791004,-0.002758845,21,100
Market-Adjusted Model,89876,10/9/2023,-0.033635501,-0.006330389,-0.008027981,21,100
Market-Adjusted Model,89879,10/9/2023,-0.051249765,-0.026535785,-0.025642244,21,100
Market-Adjusted Model,89880,10/9/2023,-0.045468226,-0.019830926,-0.019860705,21,100
Market-Adjusted Model,89881,10/9/2023,-0.081630143,-0.057483526,-0.056022623,21,100
Market-Adjusted Model,89882,10/9/2023,-0.082373475,-0.059918619,-0.056765954,21,100
Market-Adjusted Model,89889,10/9/2023,-0.018017992,0.019580448,0.007589528,21,100
Market-Adjusted Model,89891,10/9/2023,-0.273291955,-0.247535448,-0.247684434,21,100
Market-Adjusted Model,89892,10/9/2023,-0.044401009,-0.019209656,-0.018793488,21,100
Market-Adjusted Model,89893,10/9/2023,-0.057066576,-0.032510006,-0.031459056,21,100
Market-Adjusted Model,89895,10/9/2023,-0.055240545,-0.030569812,-0.029633025,21,100
Market-Adjusted Model,89897,10/9/2023,-0.124243312,-0.105457806,-0.098635792,21,100
Market-Adjusted Model,89898,10/9/2023,0.019283726,0.069410373,0.044891246,21,100
Market-Adjusted Model,89900,10/9/2023,-0.111572172,-0.089106154,-0.085964651,21,100
Market-Adjusted Model,89908,10/9/2023,-0.227040841,-0.225148693,-0.20143332,21,100
Market-Adjusted Model,89915,10/9/2023,-0.041772233,-0.016057645,-0.016164713,21,100
Market-Adjusted Model,89916,10/9/2023,-0.003936463,0.024964285,0.021671057,21,100
Market-Adjusted Model,89921,10/9/2023,-0.002417389,0.025031491,0.023190131,21,100
Market-Adjusted Model,89922,10/9/2023,-0.179980734,-0.151367211,-0.154373214,21,100
Market-Adjusted Model,89925,10/9/2023,-0.378260877,-0.422863728,-0.352653356,21,100
Market-Adjusted Model,89927,10/9/2023,-0.056377347,-0.02802754,-0.030769826,21,100
Market-Adjusted Model,89935,10/9/2023,-0.059602688,-0.034000593,-0.033995167,21,100
Market-Adjusted Model,89941,10/9/2023,-0.147727251,-0.128214551,-0.12211973,21,100
Market-Adjusted Model,89942,10/9/2023,0.02116019,0.051102473,0.04676771,21,100
Market-Adjusted Model,89946,10/9/2023,-0.012811037,0.012438695,0.012796484,21,100
Market-Adjusted Model,89948,10/9/2023,-0.005529259,0.023123922,0.020078261,21,100
Market-Adjusted Model,89952,10/9/2023,-0.061202196,-0.033986693,-0.035594676,21,100
Market-Adjusted Model,89959,10/9/2023,-0.015184659,0.010121346,0.010422861,21,100
Market-Adjusted Model,89960,10/9/2023,-0.129277566,-0.105868209,-0.103670046,21,100
Market-Adjusted Model,89964,10/9/2023,-0.045596072,-0.019634085,-0.019988552,21,100
Market-Adjusted Model,89965,10/9/2023,-0.15172411,-0.127135884,-0.126116589,21,100
Market-Adjusted Model,89968,10/9/2023,-0.068955862,-0.043784397,-0.043348341,21,100
Market-Adjusted Model,89970,10/9/2023,-0.076044058,-0.053005476,-0.050436538,21,100
Market-Adjusted Model,89971,10/9/2023,-0.063719711,-0.036438005,-0.03811219,21,100
Market-Adjusted Model,89973,10/9/2023,-0.039520943,-0.012189317,-0.013913423,21,100
Market-Adjusted Model,89984,10/9/2023,-0.065714112,-0.041900865,-0.040106592,21,100
Market-Adjusted Model,89986,10/9/2023,-0.085066121,-0.026726447,-0.0594586,21,100
Market-Adjusted Model,89988,10/9/2023,-0.026852477,-0.001285328,-0.001244957,21,100
Market-Adjusted Model,89992,10/9/2023,-0.054873671,-0.029409976,-0.029266151,21,100
Market-Adjusted Model,89993,10/9/2023,-0.047263479,-0.022559801,-0.021655958,21,100
Market-Adjusted Model,89994,10/9/2023,-0.051142282,-0.026296362,-0.025534762,21,100
Market-Adjusted Model,89995,10/9/2023,-0.028210843,-0.002940917,-0.002603323,21,100
Market-Adjusted Model,89996,10/9/2023,-0.010514874,0.015859218,0.015092646,21,100
Market-Adjusted Model,89997,10/9/2023,-0.054489647,-0.029485279,-0.028882126,21,100
Market-Adjusted Model,89998,10/9/2023,-0.090502804,-0.066891558,-0.064895283,21,100
Market-Adjusted Model,89999,10/9/2023,-0.052359682,-0.026857062,-0.026752161,21,100
Market-Adjusted Model,90000,10/9/2023,-0.049162768,-0.023808572,-0.023555248,21,100
Market-Adjusted Model,90001,10/9/2023,-0.044878188,-0.019691655,-0.019270668,21,100
Market-Adjusted Model,90002,10/9/2023,-0.02367553,0.001922009,0.001931991,21,100
Market-Adjusted Model,90003,10/9/2023,-0.007299501,0.018969533,0.018308019,21,100
Market-Adjusted Model,90004,10/9/2023,-0.04123423,-0.016379815,-0.015626709,21,100
Market-Adjusted Model,90005,10/9/2023,-0.050026599,-0.024605047,-0.024419079,21,100
Market-Adjusted Model,90012,10/9/2023,-0.082041983,-0.047527835,-0.056434463,21,100
Market-Adjusted Model,90029,10/9/2023,0.012463348,0.040632937,0.038070868,21,100
Market-Adjusted Model,90031,10/9/2023,-0.001288685,0.037176995,0.024318836,21,100
Market-Adjusted Model,90037,10/9/2023,-0.018908335,0.007430858,0.006699185,21,100
Market-Adjusted Model,90038,10/9/2023,0.002758195,0.029301146,0.028365716,21,100
Market-Adjusted Model,90041,10/9/2023,-0.128921529,-0.110198391,-0.103314008,21,100
Market-Adjusted Model,90042,10/9/2023,-0.114348956,-0.093206127,-0.088741436,21,100
Market-Adjusted Model,90047,10/9/2023,-0.084449593,-0.060895526,-0.058842072,21,100
Market-Adjusted Model,90050,10/9/2023,-0.030714286,-0.004503736,-0.005106766,21,100
Market-Adjusted Model,90056,10/9/2023,-0.070693636,-0.045666864,-0.045086116,21,100
Market-Adjusted Model,90057,10/9/2023,-0.027095626,-0.001844496,-0.001488106,21,100
Market-Adjusted Model,90063,10/9/2023,-0.083660886,-0.061166979,-0.058053366,21,100
Market-Adjusted Model,90066,10/9/2023,-0.091889436,-0.067081554,-0.066281915,21,100
Market-Adjusted Model,90068,10/9/2023,-0.094262299,-0.072437118,-0.068654779,21,100
Market-Adjusted Model,90071,10/9/2023,0.052032059,0.078537033,0.07763958,21,100
Market-Adjusted Model,90073,10/9/2023,-0.057891999,-0.033665205,-0.032284478,21,100
Market-Adjusted Model,90077,10/9/2023,-0.195478696,-0.179799855,-0.169871176,21,100
Market-Adjusted Model,90081,10/9/2023,-0.458213268,-0.502395232,-0.432605747,21,100
Market-Adjusted Model,90082,10/9/2023,0.085034018,0.112920405,0.110641538,21,100
Market-Adjusted Model,90088,10/9/2023,0.11895908,0.16218944,0.1445666,21,100
Market-Adjusted Model,90092,10/9/2023,0.004304195,0.031663863,0.029911715,21,100
Market-Adjusted Model,90097,10/9/2023,-0.188613339,-0.177455522,-0.163005818,21,100
Market-Adjusted Model,90098,10/9/2023,0.916666643,0.769360402,0.942274163,21,100
Market-Adjusted Model,90101,10/9/2023,-0.158730132,-0.136780734,-0.133122611,21,100
Market-Adjusted Model,90102,10/9/2023,-0.084620561,-0.0577124,-0.059013041,21,100
Market-Adjusted Model,90103,10/9/2023,-0.051605289,-0.026824427,-0.025997768,21,100
Market-Adjusted Model,90105,10/9/2023,-0.047880245,-0.023012416,-0.022272725,21,100
Market-Adjusted Model,90108,10/9/2023,-0.126815465,-0.107921464,-0.101207945,21,100
Market-Adjusted Model,90114,10/9/2023,-0.058488807,-0.034078613,-0.032881287,21,100
Market-Adjusted Model,90118,10/9/2023,0.014401511,0.046788041,0.040009032,21,100
Market-Adjusted Model,90120,10/9/2023,-0.022610973,0.004620664,0.002996548,21,100
Market-Adjusted Model,90121,10/9/2023,-0.064017651,-0.039600801,-0.038410131,21,100
Market-Adjusted Model,90125,10/9/2023,-0.138748411,-0.104579974,-0.11314089,21,100
Market-Adjusted Model,90126,10/9/2023,0.030048418,0.076274835,0.055655938,21,100
Market-Adjusted Model,90160,10/9/2023,-0.039606844,-0.014911881,-0.013999324,21,100
Market-Adjusted Model,90161,10/9/2023,-0.117079954,-0.092723086,-0.091472433,21,100
Market-Adjusted Model,90162,10/9/2023,-0.02364862,0.00653365,0.0019589,21,100
Market-Adjusted Model,90164,10/9/2023,0.000676148,0.025878011,0.026283669,21,100
Market-Adjusted Model,90170,10/9/2023,0.116838466,0.158825589,0.142445986,21,100
Market-Adjusted Model,90175,10/9/2023,0.047514971,0.078604872,0.073122492,21,100
Market-Adjusted Model,90177,10/9/2023,-0.054329328,-0.006025647,-0.028721807,21,100
Market-Adjusted Model,90178,10/9/2023,-0.055668923,-0.026973043,-0.030061402,21,100
Market-Adjusted Model,90179,10/9/2023,-0.055555535,-0.021532263,-0.029948015,21,100
Market-Adjusted Model,90194,10/9/2023,0.397810292,0.438785019,0.423417812,21,100
Market-Adjusted Model,90199,10/9/2023,-0.110682452,-0.090260982,-0.085074932,21,100
Market-Adjusted Model,90202,10/9/2023,-0.042289728,-0.017571417,-0.016682208,21,100
Market-Adjusted Model,90205,10/9/2023,-0.037738932,-0.012318347,-0.012131412,21,100
Market-Adjusted Model,90214,10/9/2023,-0.116972529,-0.09532111,-0.091365009,21,100
Market-Adjusted Model,90215,10/9/2023,-0.021460022,0.00521934,0.004147499,21,100
Market-Adjusted Model,90219,10/9/2023,-0.018050523,0.008186426,0.007556998,21,100
Market-Adjusted Model,90223,10/9/2023,-0.168224352,-0.146958795,-0.142616832,21,100
Market-Adjusted Model,90227,10/9/2023,-0.103047024,-0.078981046,-0.077439504,21,100
Market-Adjusted Model,90228,10/9/2023,-0.09061313,-0.059928935,-0.06500561,21,100
Market-Adjusted Model,90244,10/9/2023,-0.033979219,-0.008776125,-0.008371698,21,100
Market-Adjusted Model,90248,10/9/2023,-0.08666584,-0.061307043,-0.061058319,21,100
Market-Adjusted Model,90249,10/9/2023,-0.069184395,-0.044380164,-0.043576875,21,100
Market-Adjusted Model,90253,10/9/2023,-0.03193878,-0.004268054,-0.00633126,21,100
Market-Adjusted Model,90256,10/9/2023,-0.011154523,0.015037357,0.014452997,21,100
Market-Adjusted Model,90257,10/9/2023,-0.022667133,0.002949643,0.002940388,21,100
Market-Adjusted Model,90258,10/9/2023,-0.036979664,-0.011970035,-0.011372144,21,100
Market-Adjusted Model,90259,10/9/2023,-0.043200787,-0.017857726,-0.017593267,21,100
Market-Adjusted Model,90260,10/9/2023,-0.038465033,-0.012766444,-0.012857512,21,100
Market-Adjusted Model,90261,10/9/2023,-0.052084425,-0.027262465,-0.026476904,21,100
Market-Adjusted Model,90263,10/9/2023,-0.058399014,-0.033405114,-0.032791494,21,100
Market-Adjusted Model,90264,10/9/2023,-0.061360408,-0.03673503,-0.035752887,21,100
Market-Adjusted Model,90265,10/9/2023,-0.058057799,-0.033103145,-0.032450279,21,100
Market-Adjusted Model,90266,10/9/2023,-0.13745021,-0.117603818,-0.11184269,21,100
Market-Adjusted Model,90267,10/9/2023,-0.034188001,-0.008167304,-0.008580481,21,100
Market-Adjusted Model,90276,10/9/2023,-0.057543002,-0.032901099,-0.031935482,21,100
Market-Adjusted Model,90285,10/9/2023,0.007389214,0.040884684,0.032996734,21,100
Market-Adjusted Model,90288,10/9/2023,-0.0335246,0.015012589,-0.007917079,21,100
Market-Adjusted Model,90291,10/9/2023,-0.072605249,-0.048667301,-0.046997728,21,100
Market-Adjusted Model,90298,10/9/2023,-0.040198066,0.017293204,-0.014590546,21,100
Market-Adjusted Model,90302,10/9/2023,-0.035509068,-0.010311968,-0.009901547,21,100
Market-Adjusted Model,90303,10/9/2023,-0.154662768,-0.139069431,-0.129055247,21,100
Market-Adjusted Model,90305,10/9/2023,-0.128405614,-0.109714414,-0.102798093,21,100
Market-Adjusted Model,90306,10/9/2023,-0.031579,-0.006027055,-0.005971479,21,100
Market-Adjusted Model,90307,10/9/2023,-0.052736208,-0.026702031,-0.027128687,21,100
Market-Adjusted Model,90312,10/9/2023,-0.056694218,-0.030471894,-0.031086698,21,100
Market-Adjusted Model,90313,10/9/2023,-0.098782146,-0.069490727,-0.073174626,21,100
Market-Adjusted Model,90314,10/9/2023,-0.113665374,-0.091802484,-0.088057853,21,100
Market-Adjusted Model,90319,10/9/2023,0.047984646,0.073961976,0.073592166,21,100
Market-Adjusted Model,90325,10/9/2023,-0.107142832,-0.081717635,-0.081535312,21,100
Market-Adjusted Model,90329,10/9/2023,-0.048124579,-0.022232808,-0.022517058,21,100
Market-Adjusted Model,90340,10/9/2023,-0.037184644,-0.011000458,-0.011577124,21,100
Market-Adjusted Model,90347,10/9/2023,-0.003872235,0.024082931,0.021735285,21,100
Market-Adjusted Model,90348,10/9/2023,-0.037726522,-0.012035253,-0.012119001,21,100
Market-Adjusted Model,90349,10/9/2023,0.013779562,0.03994144,0.039387082,21,100
Market-Adjusted Model,90350,10/9/2023,-0.06533223,-0.040690061,-0.039724709,21,100
Market-Adjusted Model,90353,10/9/2023,-0.066684199,-0.040939049,-0.041076679,21,100
Market-Adjusted Model,90358,10/9/2023,-0.02229774,0.006704588,0.003309781,21,100
Market-Adjusted Model,90371,10/9/2023,-0.106525587,-0.083235356,-0.080918067,21,100
Market-Adjusted Model,90373,10/9/2023,-0.047143769,-0.019085795,-0.021536249,21,100
Market-Adjusted Model,90376,10/9/2023,-0.084284028,-0.062073244,-0.058676508,21,100
Market-Adjusted Model,90377,10/9/2023,-0.054293155,-0.022044733,-0.028685634,21,100
Market-Adjusted Model,90383,10/9/2023,-0.069638887,-0.044986316,-0.044031367,21,100
Market-Adjusted Model,90386,10/9/2023,-0.059217851,-0.030352966,-0.033610331,21,100
Market-Adjusted Model,90389,10/9/2023,-0.038216599,-0.01306279,-0.012609079,21,100
Market-Adjusted Model,90390,10/9/2023,-0.074366935,-0.05105719,-0.048759414,21,100
Market-Adjusted Model,90394,10/9/2023,0.041134982,0.067505619,0.066742503,21,100
Market-Adjusted Model,90396,10/9/2023,-0.084408028,-0.061323599,-0.058800507,21,100
Market-Adjusted Model,90400,10/9/2023,-0.005882339,0.049786021,0.019725182,21,100
Market-Adjusted Model,90401,10/9/2023,-0.021331938,0.005102973,0.004275582,21,100
Market-Adjusted Model,90409,10/9/2023,-0.041385338,-0.015020237,-0.015777818,21,100
Market-Adjusted Model,90423,10/9/2023,-0.019379845,0.007368899,0.006227676,21,100
Market-Adjusted Model,90427,10/9/2023,0.003869431,0.031089448,0.029476952,21,100
Market-Adjusted Model,90430,10/9/2023,-0.092122773,-0.05819993,-0.066515252,21,100
Market-Adjusted Model,90432,10/9/2023,-0.10522867,-0.080468178,-0.07962115,21,100
Market-Adjusted Model,90433,10/9/2023,0.096446725,0.13143977,0.122054246,21,100
Market-Adjusted Model,90434,10/9/2023,-0.055902574,-0.03185541,-0.030295053,21,100
Market-Adjusted Model,90436,10/9/2023,-0.121304,-0.101181455,-0.095696479,21,100
Market-Adjusted Model,90443,10/9/2023,-0.041246084,-0.005225126,-0.015638563,21,100
Market-Adjusted Model,90444,10/9/2023,-0.107510663,-0.084955312,-0.081903142,21,100
Market-Adjusted Model,90448,10/9/2023,0.024353411,0.050421352,0.049960932,21,100
Market-Adjusted Model,90454,10/9/2023,0.089456834,0.117747973,0.115064355,21,100
Market-Adjusted Model,90455,10/9/2023,-0.077644849,-0.048401986,-0.052037329,21,100
Market-Adjusted Model,90458,10/9/2023,-0.073465329,-0.049402805,-0.047857809,21,100
Market-Adjusted Model,90464,10/9/2023,-0.012216419,0.016392442,0.013391102,21,100
Market-Adjusted Model,90470,10/9/2023,-0.123990803,-0.105383863,-0.098383283,21,100
Market-Adjusted Model,90476,10/9/2023,-0.092050219,-0.065548865,-0.066442699,21,100
Market-Adjusted Model,90483,10/9/2023,-0.436231742,-0.437379841,-0.410624221,21,100
Market-Adjusted Model,90490,10/9/2023,-0.057251927,-0.030529225,-0.031644407,21,100
Market-Adjusted Model,90495,10/9/2023,-0.019590995,0.006727006,0.006016525,21,100
Market-Adjusted Model,90496,10/9/2023,-0.139943478,-0.121087863,-0.114335958,21,100
Market-Adjusted Model,90505,10/9/2023,0.014413624,0.042167747,0.040021144,21,100
Market-Adjusted Model,90506,10/9/2023,-0.082840292,-0.057767381,-0.057232772,21,100
Market-Adjusted Model,90510,10/9/2023,-0.048320119,-0.023756094,-0.022712598,21,100
Market-Adjusted Model,90511,10/9/2023,-0.057488984,-0.032677981,-0.031881463,21,100
Market-Adjusted Model,90512,10/9/2023,-0.073785684,-0.04879047,-0.048178163,21,100
Market-Adjusted Model,90516,10/9/2023,-0.061421625,-0.025820695,-0.035814105,21,100
Market-Adjusted Model,90520,10/9/2023,-0.087167096,-0.062655394,-0.061559576,21,100
Market-Adjusted Model,90523,10/9/2023,-0.022379621,0.003630695,0.0032279,21,100
Market-Adjusted Model,90525,10/9/2023,0.024410299,0.050468986,0.050017819,21,100
Market-Adjusted Model,90526,10/9/2023,-0.032191505,-0.00672289,-0.006583984,21,100
Market-Adjusted Model,90533,10/9/2023,-0.014563095,0.024373329,0.011044426,21,100
Market-Adjusted Model,90534,10/9/2023,-0.035048099,-0.007856881,-0.009440578,21,100
Market-Adjusted Model,90542,10/9/2023,-0.200591683,-0.185037648,-0.174984163,21,100
Market-Adjusted Model,90544,10/9/2023,-0.044588774,-0.018379842,-0.018981254,21,100
Market-Adjusted Model,90548,10/9/2023,-0.090342663,-0.064315031,-0.064735142,21,100
Market-Adjusted Model,90550,10/9/2023,-0.015263391,0.011110882,0.01034413,21,100
Market-Adjusted Model,90552,10/9/2023,-0.053326599,-0.028535191,-0.027719079,21,100
Market-Adjusted Model,90558,10/9/2023,-0.061157085,-0.034943653,-0.035549564,21,100
Market-Adjusted Model,90562,10/9/2023,-0.031165903,0.001831369,-0.005558383,21,100
Market-Adjusted Model,90563,10/9/2023,-0.079310348,-0.056357445,-0.053702827,21,100
Market-Adjusted Model,90564,10/9/2023,0.019509689,0.046126901,0.04511721,21,100
Market-Adjusted Model,90568,10/9/2023,-0.017204285,0.033794731,0.008403236,21,100
Market-Adjusted Model,90569,10/9/2023,-0.070127793,-0.045234898,-0.044520272,21,100
Market-Adjusted Model,90590,10/9/2023,-0.083873284,-0.059138186,-0.058265764,21,100
Market-Adjusted Model,90591,10/9/2023,-0.033838657,-0.006907676,-0.008231136,21,100
Market-Adjusted Model,90595,10/9/2023,-0.133497782,-0.110387214,-0.107890261,21,100
Market-Adjusted Model,90600,10/9/2023,-0.037845667,-0.010367325,-0.012238147,21,100
Market-Adjusted Model,90601,10/9/2023,0.023628553,0.050961615,0.049236074,21,100
Market-Adjusted Model,90603,10/9/2023,-0.017538146,0.010891485,0.008069374,21,100
Market-Adjusted Model,90604,10/9/2023,-0.052153937,-0.014684814,-0.026546417,21,100
Market-Adjusted Model,90605,10/9/2023,-0.043054482,-0.01630336,-0.017446962,21,100
Market-Adjusted Model,90607,10/9/2023,-0.055333508,-0.030980261,-0.029725988,21,100
Market-Adjusted Model,90608,10/9/2023,-0.040259196,-0.006389266,-0.014651675,21,100
Market-Adjusted Model,90611,10/9/2023,7.4072397E-9,0.026524362,0.025607528,21,100
Market-Adjusted Model,90612,10/9/2023,-0.044011812,-0.019303837,-0.018404292,21,100
Market-Adjusted Model,90618,10/9/2023,-0.171437695,-0.154790702,-0.145830175,21,100
Market-Adjusted Model,90619,10/9/2023,-0.017119679,0.008852702,0.008487841,21,100
Market-Adjusted Model,90620,10/9/2023,-0.041259008,-0.016294785,-0.015651487,21,100
Market-Adjusted Model,90621,10/9/2023,-0.041187645,-0.014677273,-0.015580124,21,100
Market-Adjusted Model,90622,10/9/2023,-0.039440217,-0.013489683,-0.013832696,21,100
Market-Adjusted Model,90623,10/9/2023,-0.052472494,-0.026748558,-0.026864973,21,100
Market-Adjusted Model,90624,10/9/2023,-0.053977218,-0.028996457,-0.028369698,21,100
Market-Adjusted Model,90630,10/9/2023,-0.063400585,-0.038045966,-0.037793064,21,100
Market-Adjusted Model,90634,10/9/2023,-0.035788894,-0.005809295,-0.010181374,21,100
Market-Adjusted Model,90636,10/9/2023,-0.095238091,-0.058737311,-0.069630571,21,100
Market-Adjusted Model,90640,10/9/2023,-0.329485312,-0.347403227,-0.303877792,21,100
Market-Adjusted Model,90646,10/9/2023,-0.038343447,-0.01288693,-0.012735927,21,100
Market-Adjusted Model,90648,10/9/2023,-0.034972771,-0.009791156,-0.009365251,21,100
Market-Adjusted Model,90664,10/9/2023,-0.016914319,0.019066213,0.008693202,21,100
Market-Adjusted Model,90672,10/9/2023,-0.036363602,-0.008103465,-0.010756082,21,100
Market-Adjusted Model,90675,10/9/2023,-0.046647438,-0.022070461,-0.021039917,21,100
Market-Adjusted Model,90679,10/9/2023,-0.149191944,-0.112586924,-0.123584423,21,100
Market-Adjusted Model,90680,10/9/2023,0.003708285,0.032058056,0.029315806,21,100
Market-Adjusted Model,90682,10/9/2023,-0.170000023,-0.147494701,-0.144392502,21,100
Market-Adjusted Model,90685,10/9/2023,-0.025321515,0.000634243,0.000286006,21,100
Market-Adjusted Model,90689,10/9/2023,-0.122264454,-0.102150316,-0.096656934,21,100
Market-Adjusted Model,90695,10/9/2023,0.064935078,0.099794307,0.090542598,21,100
Market-Adjusted Model,90701,10/9/2023,-0.102099265,-0.079132489,-0.076491745,21,100
Market-Adjusted Model,90706,10/9/2023,0.124288463,0.148241769,0.149895983,21,100
Market-Adjusted Model,90708,10/9/2023,-0.076734569,-0.052090272,-0.051127049,21,100
Market-Adjusted Model,90710,10/9/2023,-0.015977106,0.010536761,0.009630415,21,100
Market-Adjusted Model,90715,10/9/2023,-0.038483636,-0.006450265,-0.012876116,21,100
Market-Adjusted Model,90716,10/9/2023,-0.054966224,-0.02697367,-0.029358703,21,100
Market-Adjusted Model,90718,10/9/2023,-0.0161849,0.009462902,0.009422621,21,100
Market-Adjusted Model,90720,10/9/2023,-0.089707752,-0.061062579,-0.064100231,21,100
Market-Adjusted Model,90724,10/9/2023,0.042334735,0.068062075,0.067942255,21,100
Market-Adjusted Model,90729,10/9/2023,-0.032297813,-0.006964464,-0.006690293,21,100
Market-Adjusted Model,90731,10/9/2023,-0.073037172,-0.048667874,-0.047429652,21,100
Market-Adjusted Model,90735,10/9/2023,-0.049941855,-0.02419286,-0.024334335,21,100
Market-Adjusted Model,90744,10/9/2023,0.060529901,0.086733116,0.086137421,21,100
Market-Adjusted Model,90751,10/9/2023,-0.141320267,-0.115809829,-0.115712746,21,100
Market-Adjusted Model,90753,10/9/2023,-0.049754454,-0.025220088,-0.024146933,21,100
Market-Adjusted Model,90755,10/9/2023,-0.082483035,-0.055146164,-0.056875514,21,100
Market-Adjusted Model,90756,10/9/2023,-0.072999589,-0.047657968,-0.047392068,21,100
Market-Adjusted Model,90765,10/9/2023,-0.065108939,-0.040029416,-0.039501419,21,100
Market-Adjusted Model,90766,10/9/2023,-0.001434929,0.025280564,0.024172592,21,100
Market-Adjusted Model,90767,10/9/2023,-0.053097373,-0.027049446,-0.027489852,21,100
Market-Adjusted Model,90768,10/9/2023,-0.048600648,-0.02368265,-0.022993128,21,100
Market-Adjusted Model,90769,10/9/2023,-0.012811376,0.012995794,0.012796145,21,100
Market-Adjusted Model,90770,10/9/2023,0.006950726,0.033317379,0.032558246,21,100
Market-Adjusted Model,90771,10/9/2023,-0.058783237,-0.034374138,-0.033175717,21,100
Market-Adjusted Model,90773,10/9/2023,-0.048488458,-0.023307929,-0.022880937,21,100
Market-Adjusted Model,90775,10/9/2023,-0.115596769,-0.09223305,-0.089989249,21,100
Market-Adjusted Model,90776,10/9/2023,-0.078621856,-0.045716031,-0.053014335,21,100
Market-Adjusted Model,90783,10/9/2023,-0.108377025,-0.083349593,-0.082769504,21,100
