Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17803,10/9/2023,-0.019047674,0.007803718,0.006559846,21,100
Market-Adjusted Model,17805,10/9/2023,-0.024118791,0.001996413,0.00148873,21,100
Market-Adjusted Model,17808,10/9/2023,-0.417910465,-0.477690646,-0.392302944,21,100
Market-Adjusted Model,17809,10/9/2023,-0.116568631,-0.089862095,-0.09096111,21,100
Market-Adjusted Model,17810,10/9/2023,-0.035830587,-0.009909095,-0.010223066,21,100
Market-Adjusted Model,17811,10/9/2023,-0.809523805,-1.284985207,-0.783916284,21,100
Market-Adjusted Model,17812,10/9/2023,-0.180396823,-0.165097296,-0.154789302,21,100
Market-Adjusted Model,17813,10/9/2023,0.076771638,0.137647547,0.102379158,21,100
Market-Adjusted Model,17816,10/9/2023,-0.090277853,-0.044255533,-0.064670333,21,100
Market-Adjusted Model,17817,10/9/2023,-0.083533615,-0.052208516,-0.057926095,21,100
Market-Adjusted Model,17818,10/9/2023,-0.025695976,0.002610116,-0.000088455,21,100
Market-Adjusted Model,17821,10/9/2023,0.183962263,0.232543623,0.209569783,21,100
Market-Adjusted Model,17825,10/9/2023,-0.275303669,-0.248131376,-0.249696149,21,100
Market-Adjusted Model,17827,10/9/2023,-0.396237677,-0.434103863,-0.370630156,21,100
Market-Adjusted Model,17828,10/9/2023,-0.050124838,-0.025457126,-0.024517318,21,100
Market-Adjusted Model,17830,10/9/2023,0.021654029,0.048254106,0.047261549,21,100
Market-Adjusted Model,17832,10/9/2023,0.043956007,0.085745151,0.069563527,21,100
Market-Adjusted Model,17833,10/9/2023,-0.077946741,-0.053617995,-0.052339221,21,100
Market-Adjusted Model,17834,10/9/2023,-0.094820893,-0.072555424,-0.069213373,21,100
Market-Adjusted Model,17836,10/9/2023,-0.069170523,-0.032919162,-0.043563002,21,100
Market-Adjusted Model,17837,10/9/2023,-0.173040502,-0.157023007,-0.147432981,21,100
Market-Adjusted Model,17839,10/9/2023,-0.066849275,-0.041974154,-0.041241754,21,100
Market-Adjusted Model,17843,10/9/2023,-0.062514596,-0.038087745,-0.036907075,21,100
Market-Adjusted Model,17845,10/9/2023,-0.002605821,0.022626625,0.0230017,21,100
Market-Adjusted Model,17846,10/9/2023,-0.031776224,-0.006739445,-0.006168704,21,100
Market-Adjusted Model,17847,10/9/2023,-0.004276593,0.021829923,0.021330928,21,100
Market-Adjusted Model,17851,10/9/2023,-0.033871024,-0.008845069,-0.008263504,21,100
Market-Adjusted Model,17853,10/9/2023,0.000689662,0.025909054,0.026297182,21,100
Market-Adjusted Model,17854,10/9/2023,-0.309141967,-0.331144084,-0.283534447,21,100
Market-Adjusted Model,17864,10/9/2023,-0.058169815,-0.032622706,-0.032562294,21,100
Market-Adjusted Model,17867,10/9/2023,-0.078913343,-0.053461581,-0.053305822,21,100
Market-Adjusted Model,17869,10/9/2023,-0.210420792,-0.18845087,-0.184813272,21,100
Market-Adjusted Model,17870,10/9/2023,0.081196617,0.116715781,0.106804137,21,100
Market-Adjusted Model,17871,10/9/2023,0.013157885,0.041297512,0.038765406,21,100
Market-Adjusted Model,17875,10/9/2023,-0.021907228,0.008246606,0.003700293,21,100
Market-Adjusted Model,17876,10/9/2023,-0.120167155,-0.096837208,-0.094559634,21,100
Market-Adjusted Model,17877,10/9/2023,0.030075152,0.072568674,0.055682672,21,100
Market-Adjusted Model,17879,10/9/2023,-0.073133811,-0.028316902,-0.04752629,21,100
Market-Adjusted Model,17880,10/9/2023,0.068148151,0.106927107,0.093755672,21,100
Market-Adjusted Model,17884,10/9/2023,0.172142832,0.229908773,0.197750353,21,100
Market-Adjusted Model,17885,10/9/2023,-0.071511517,-0.00611854,-0.045903997,21,100
Market-Adjusted Model,17887,10/9/2023,-0.0844465,-0.057947553,-0.05883898,21,100
Market-Adjusted Model,17889,10/9/2023,-0.196140315,-0.150868155,-0.170532795,21,100
Market-Adjusted Model,17890,10/9/2023,-0.204845829,-0.197516324,-0.179238308,21,100
Market-Adjusted Model,17891,10/9/2023,-0.250883367,-0.251528355,-0.225275846,21,100
Market-Adjusted Model,17892,10/9/2023,-0.094776088,-0.066239065,-0.069168567,21,100
Market-Adjusted Model,17893,10/9/2023,-0.262626215,-0.263414433,-0.237018695,21,100
Market-Adjusted Model,17895,10/9/2023,0.105053254,0.142036526,0.130660774,21,100
Market-Adjusted Model,17898,10/9/2023,-0.190839705,-0.177453913,-0.165232185,21,100
Market-Adjusted Model,17901,10/9/2023,-0.408955204,-0.471717589,-0.383347684,21,86
Market-Adjusted Model,17905,10/9/2023,-0.269461046,-0.275864426,-0.243853526,21,100
Market-Adjusted Model,17906,10/9/2023,-0.06596306,-0.037278537,-0.040355539,21,100
Market-Adjusted Model,17907,10/9/2023,-0.236320025,-0.207807346,-0.210712505,21,100
Market-Adjusted Model,17908,10/9/2023,-0.061111061,-0.009242812,-0.035503541,21,100
Market-Adjusted Model,17912,10/9/2023,-0.194650395,-0.183315681,-0.169042875,21,100
Market-Adjusted Model,17913,10/9/2023,-0.202222252,-0.136553457,-0.176614732,21,100
Market-Adjusted Model,17915,10/9/2023,-0.125326338,-0.106219199,-0.099718818,21,100
Market-Adjusted Model,17919,10/9/2023,-0.078838062,-0.054672945,-0.053230542,21,100
Market-Adjusted Model,17920,10/9/2023,-0.111111174,-0.077035181,-0.085503653,21,100
Market-Adjusted Model,17921,10/9/2023,-0.01993338,0.005238056,0.005674141,21,100
Market-Adjusted Model,17922,10/9/2023,0.002301955,0.027498601,0.027909475,21,100
Market-Adjusted Model,17923,10/9/2023,-0.019950108,0.005343074,0.005657413,21,100
Market-Adjusted Model,17924,10/9/2023,0.002907005,0.02814521,0.028514526,21,100
Market-Adjusted Model,17925,10/9/2023,-0.004617761,0.02070548,0.02098976,21,100
Market-Adjusted Model,17926,10/9/2023,-0.019232815,0.005995375,0.006374705,21,100
Market-Adjusted Model,17927,10/9/2023,-0.022429677,0.003207836,0.003177844,21,100
Market-Adjusted Model,17928,10/9/2023,0.022592966,0.048686021,0.048200486,21,100
Market-Adjusted Model,17929,10/9/2023,-0.161076581,-0.146208513,-0.135469061,21,100
Market-Adjusted Model,17931,10/9/2023,-0.038956758,-0.012960523,-0.013349238,21,100
Market-Adjusted Model,17932,10/9/2023,-0.062439427,-0.038280884,-0.036831907,21,100
Market-Adjusted Model,17933,10/9/2023,-0.040528702,-0.0151702,-0.014921182,21,100
Market-Adjusted Model,17934,10/9/2023,-0.064859416,-0.04018844,-0.039251896,21,100
Market-Adjusted Model,17935,10/9/2023,-0.007571914,0.017654979,0.018035606,21,100
Market-Adjusted Model,17940,10/9/2023,0.019049068,0.045128467,0.044656588,21,100
Market-Adjusted Model,17941,10/9/2023,0.024339185,0.050413526,0.049946706,21,100
Market-Adjusted Model,17942,10/9/2023,-0.138779888,-0.120158864,-0.113172368,21,100
Market-Adjusted Model,17944,10/9/2023,-0.07446346,-0.047107177,-0.048855939,21,100
Market-Adjusted Model,17948,10/9/2023,-0.179723541,-0.143980447,-0.15411602,21,100
Market-Adjusted Model,17949,10/9/2023,-0.170965347,-0.142931171,-0.145357827,21,100
Market-Adjusted Model,17951,10/9/2023,-0.16666671,-0.079286277,-0.14105919,21,100
Market-Adjusted Model,17955,10/9/2023,-0.10759499,-0.060981725,-0.081987469,21,100
Market-Adjusted Model,17956,10/9/2023,0.020858901,0.054428403,0.046466421,21,100
Market-Adjusted Model,17957,10/9/2023,-0.09140897,-0.06820913,-0.065801449,21,100
Market-Adjusted Model,17959,10/9/2023,-0.019430934,0.023231724,0.006176586,21,100
Market-Adjusted Model,17960,10/9/2023,-0.020513568,-0.020210363,-0.020713937,15,100
Market-Adjusted Model,17963,10/9/2023,0.077680527,0.101958084,0.103288048,21,100
Market-Adjusted Model,17964,10/9/2023,-0.309636336,-0.310458751,-0.284028816,21,100
Market-Adjusted Model,17966,10/9/2023,-0.18750001,-0.151089607,-0.161892489,21,100
Market-Adjusted Model,17967,10/9/2023,-0.259676325,-0.244960072,-0.234068805,21,100
Market-Adjusted Model,17968,10/9/2023,-0.04150358,-0.008443078,-0.01589606,21,100
Market-Adjusted Model,17970,10/9/2023,-0.27213827,-0.268031639,-0.246530749,21,100
Market-Adjusted Model,17971,10/9/2023,-0.169111938,-0.1355307,-0.143504418,21,100
Market-Adjusted Model,17972,10/9/2023,0.086104472,0.112670703,0.111711992,21,100
Market-Adjusted Model,17974,10/9/2023,-0.186829566,-0.168000173,-0.161222045,21,100
Market-Adjusted Model,17976,10/9/2023,-0.204188481,-0.193886351,-0.178580961,21,100
Market-Adjusted Model,17977,10/9/2023,-0.258333366,-0.259325303,-0.232725846,21,100
Market-Adjusted Model,17978,10/9/2023,-0.028957549,0.010479421,-0.003350029,21,100
Market-Adjusted Model,17979,10/9/2023,-0.690756308,-1.008559678,-0.665148787,21,100
Market-Adjusted Model,17980,10/9/2023,0.008771924,0.046177084,0.034379444,21,100
Market-Adjusted Model,17982,10/9/2023,-0.040991626,-0.015719393,-0.015384105,21,100
Market-Adjusted Model,17983,10/9/2023,0.004194462,0.029376742,0.029801983,21,100
Market-Adjusted Model,17984,10/9/2023,-0.026311036,0.004504647,-0.000703516,21,100
Market-Adjusted Model,17985,10/9/2023,-0.045036442,-0.019485868,-0.019428921,21,100
Market-Adjusted Model,17986,10/9/2023,-0.022600405,0.002536989,0.003007116,21,100
Market-Adjusted Model,17987,10/9/2023,0.023045283,0.058173576,0.048652803,21,100
Market-Adjusted Model,17992,10/9/2023,-0.035110016,-0.009873686,-0.009502496,21,100
Market-Adjusted Model,17993,10/9/2023,-0.024526385,0.000977227,0.001081136,21,100
Market-Adjusted Model,17994,10/9/2023,-0.002237124,0.024908378,0.023370396,21,100
Market-Adjusted Model,18001,10/9/2023,-0.005305085,0.019952155,0.020302436,21,100
Market-Adjusted Model,18005,10/9/2023,-0.044478177,-0.019030473,-0.018870656,21,100
Market-Adjusted Model,18006,10/9/2023,-0.051413224,-0.02694949,-0.025805703,21,100
Market-Adjusted Model,18007,10/9/2023,-0.029324251,-0.001933106,-0.00371673,21,100
Market-Adjusted Model,18011,10/9/2023,-0.138065486,-0.119188862,-0.112457966,21,100
Market-Adjusted Model,18012,10/9/2023,-0.120529847,-0.092713954,-0.094922327,21,100
Market-Adjusted Model,18013,10/9/2023,-0.126968499,-0.096689586,-0.101360979,21,100
Market-Adjusted Model,18015,10/9/2023,-0.019737946,0.005530066,0.005869575,21,100
Market-Adjusted Model,18019,10/9/2023,-0.024111049,0.001401017,0.001496471,21,100
Market-Adjusted Model,18020,10/9/2023,-0.025288904,0.000284974,0.000318617,21,100
Market-Adjusted Model,18021,10/9/2023,-0.017258393,0.008133499,0.008349127,21,100
Market-Adjusted Model,18022,10/9/2023,-0.012115835,0.013232542,0.013491686,21,100
Market-Adjusted Model,18023,10/9/2023,-0.011049567,0.014304385,0.014557953,21,100
Market-Adjusted Model,18026,10/9/2023,-0.008855816,0.016403767,0.016751704,21,100
Market-Adjusted Model,18027,10/9/2023,-0.008886189,0.0163993,0.016721332,21,100
Market-Adjusted Model,18028,10/9/2023,-0.039081484,-0.013511579,-0.013473964,21,100
Market-Adjusted Model,18029,10/9/2023,-0.046708382,-0.021474178,-0.021100862,21,100
Market-Adjusted Model,18030,10/9/2023,-0.029528415,-0.028180252,-0.027786782,18,100
Market-Adjusted Model,18035,10/9/2023,0.024371076,0.050437044,0.049978596,21,100
Market-Adjusted Model,18036,10/9/2023,0.086956551,0.117083392,0.112564072,21,100
Market-Adjusted Model,18037,10/9/2023,-0.039152452,-0.014352876,-0.013544932,21,100
Market-Adjusted Model,18038,10/9/2023,-0.032529045,-0.007454544,-0.006921525,21,100
Market-Adjusted Model,18039,10/9/2023,-0.03472962,-0.009176103,-0.009122099,21,100
Market-Adjusted Model,18043,10/9/2023,-0.085648175,-0.059981457,-0.060040654,21,100
Market-Adjusted Model,18045,10/9/2023,-0.073317333,-0.049349967,-0.049750558,20,100
Market-Adjusted Model,18046,10/9/2023,0.079229096,0.106693049,0.104836617,21,100
Market-Adjusted Model,18047,10/9/2023,-0.275280901,-0.281789956,-0.24967338,21,100
Market-Adjusted Model,18048,10/9/2023,-0.043238291,0.003268943,-0.01763077,21,100
Market-Adjusted Model,18049,10/9/2023,-0.024886909,0.007680193,0.000720612,21,100
Market-Adjusted Model,18051,10/9/2023,-0.32956299,-0.353667334,-0.303955469,21,100
Market-Adjusted Model,18052,10/9/2023,-0.020287925,0.006400767,0.005319596,21,100
Market-Adjusted Model,18054,10/9/2023,0.048589338,0.105657656,0.074196859,21,100
Market-Adjusted Model,18056,10/9/2023,-0.368024123,-0.395298259,-0.342416603,21,100
Market-Adjusted Model,18058,10/9/2023,-0.128865976,-0.108937568,-0.103258455,21,100
Market-Adjusted Model,18061,10/9/2023,-0.582256307,-0.573606114,-0.556648787,21,100
Market-Adjusted Model,18062,10/9/2023,-0.19111108,-0.177964936,-0.16550356,21,100
Market-Adjusted Model,18063,10/9/2023,-0.119509712,-0.096453455,-0.093902192,21,100
Market-Adjusted Model,18064,10/9/2023,-0.018657927,0.010329004,0.006949594,21,100
Market-Adjusted Model,18065,10/9/2023,-0.052700933,-0.025906325,-0.027093413,21,100
Market-Adjusted Model,18066,10/9/2023,-0.019411722,0.006590715,0.006195798,21,100
Market-Adjusted Model,18068,10/9/2023,-0.046620326,-0.021755972,-0.021012806,21,100
Market-Adjusted Model,18069,10/9/2023,-0.022796135,0.002381699,0.002811385,21,100
Market-Adjusted Model,18070,10/9/2023,-0.023989472,0.001217808,0.001618048,21,100
Market-Adjusted Model,18072,10/9/2023,-0.047241696,-0.022313166,-0.021634176,21,100
Market-Adjusted Model,18073,10/9/2023,-0.047746688,-0.022371502,-0.022139167,21,100
Market-Adjusted Model,18074,10/9/2023,-0.031688393,-0.006217188,-0.006080873,21,100
Market-Adjusted Model,18075,10/9/2023,-0.086021505,-0.04951531,-0.060413985,21,100
Market-Adjusted Model,18077,10/9/2023,-0.071428566,-0.023094092,-0.045821046,21,100
Market-Adjusted Model,18079,10/9/2023,-0.044661824,-0.019384569,-0.019054303,21,100
Market-Adjusted Model,18080,10/9/2023,-0.010967238,0.014303819,0.014640282,21,100
Market-Adjusted Model,18081,10/9/2023,-0.0400633,-0.015233081,-0.01445578,21,100
Market-Adjusted Model,18082,10/9/2023,-0.040649474,-0.015519915,-0.015041953,21,100
Market-Adjusted Model,18086,10/9/2023,0.34673369,0.345696928,0.37234121,21,100
Market-Adjusted Model,18087,10/9/2023,-0.11019925,-0.080811264,-0.08459173,21,100
Market-Adjusted Model,18088,10/9/2023,-0.025066468,-0.000039077,0.000541053,21,100
Market-Adjusted Model,18089,10/9/2023,-0.208124952,-0.181629199,-0.182517431,21,100
Market-Adjusted Model,18091,10/9/2023,0.010474691,0.037033648,0.036082211,21,100
Market-Adjusted Model,18093,10/9/2023,-0.000317749,0.024934391,0.025289772,21,100
Market-Adjusted Model,18094,10/9/2023,-0.0472933,-0.022463942,-0.02168578,21,100
Market-Adjusted Model,18095,10/9/2023,-0.023037174,0.00271809,0.002570346,21,100
Market-Adjusted Model,18096,10/9/2023,-0.093240059,-0.059144239,-0.067632539,21,100
Market-Adjusted Model,18098,10/9/2023,-0.098837167,-0.06872714,-0.073229646,21,100
Market-Adjusted Model,18099,10/9/2023,0.008005867,0.033191693,0.033613387,21,100
Market-Adjusted Model,18100,10/9/2023,-0.359595042,-0.402862968,-0.333987522,21,100
Market-Adjusted Model,18101,10/9/2023,-0.017696779,0.007525352,0.007910741,21,100
Market-Adjusted Model,18102,10/9/2023,-0.493150698,-0.613760657,-0.467543177,21,100
Market-Adjusted Model,18103,10/9/2023,-0.143492807,-0.088994617,-0.117885287,21,100
Market-Adjusted Model,18106,10/9/2023,-0.063379775,-0.037456599,-0.037772255,21,100
Market-Adjusted Model,18108,10/9/2023,0.034796553,0.061032769,0.060404073,21,100
Market-Adjusted Model,18109,10/9/2023,-0.065189803,-0.036360756,-0.039582282,21,100
Market-Adjusted Model,18110,10/9/2023,-0.059140684,-0.03424186,-0.033533164,21,100
Market-Adjusted Model,18111,10/9/2023,-0.03142833,-0.006183967,-0.00582081,21,100
Market-Adjusted Model,18115,10/9/2023,-0.021071178,0.018285473,0.004536343,21,100
Market-Adjusted Model,18116,10/9/2023,0.488000013,0.531458771,0.513607534,21,100
Market-Adjusted Model,18122,10/9/2023,-0.024493867,0.000964635,0.001113654,21,100
Market-Adjusted Model,18128,10/9/2023,-0.106060579,-0.058561914,-0.080453058,21,100
Market-Adjusted Model,18129,10/9/2023,-0.128198277,-0.101997632,-0.102590757,21,100
Market-Adjusted Model,18131,10/9/2023,0.041773991,0.089111551,0.067381512,21,100
Market-Adjusted Model,18132,10/9/2023,-0.092979746,-0.063568076,-0.067372225,21,100
Market-Adjusted Model,18133,10/9/2023,0.00766292,0.042805119,0.03327044,21,100
Market-Adjusted Model,18134,10/9/2023,-0.057692294,-0.029453488,-0.032084774,21,100
Market-Adjusted Model,18135,10/9/2023,0.00192824,0.037549396,0.02753576,21,100
Market-Adjusted Model,18136,10/9/2023,-0.007038683,0.024146785,0.018568838,21,100
Market-Adjusted Model,18137,10/9/2023,-0.238356196,-0.229402558,-0.212748676,21,100
Market-Adjusted Model,18138,10/9/2023,-0.14632773,-0.116244001,-0.12072021,21,100
Market-Adjusted Model,18142,10/9/2023,-0.096996203,-0.07263569,-0.071388683,21,100
Market-Adjusted Model,18143,10/9/2023,-0.020163612,0.005974936,0.005443908,21,100
Market-Adjusted Model,18144,10/9/2023,-0.066744361,-0.041079839,-0.04113684,21,100
Market-Adjusted Model,18145,10/9/2023,-0.15042196,-0.127231151,-0.12481444,21,100
Market-Adjusted Model,18148,10/9/2023,-0.195959193,-0.181451866,-0.170351673,21,100
Market-Adjusted Model,18149,10/9/2023,-0.16666664,-0.146146715,-0.14105912,21,100
Market-Adjusted Model,18150,10/9/2023,-0.066037748,-0.037681658,-0.040430227,21,100
Market-Adjusted Model,18151,10/9/2023,-0.435627736,-0.525525301,-0.410020215,21,100
Market-Adjusted Model,18153,10/9/2023,-0.027582592,-0.002483346,-0.001975072,21,100
Market-Adjusted Model,18157,10/9/2023,-0.026592147,-0.00103891,-0.000984627,21,100
Market-Adjusted Model,18158,10/9/2023,-0.066725235,-0.041731559,-0.041117714,21,100
Market-Adjusted Model,18159,10/9/2023,-0.036351861,-0.00901532,-0.010744341,21,100
Market-Adjusted Model,18160,10/9/2023,-0.060193284,-0.035397217,-0.034585764,21,100
Market-Adjusted Model,18161,10/9/2023,-0.015885196,0.009404589,0.009722324,21,100
Market-Adjusted Model,18163,10/9/2023,-0.01642659,0.009509492,0.00918093,21,100
Market-Adjusted Model,18165,10/9/2023,-0.018509124,0.006960495,0.007098397,21,100
Market-Adjusted Model,18166,10/9/2023,-0.005662071,0.019734322,0.019945449,21,100
Market-Adjusted Model,18167,10/9/2023,-0.002945127,0.022398093,0.022662393,21,100
Market-Adjusted Model,18174,10/9/2023,-0.02566751,-0.000514525,-0.00005999,21,100
Market-Adjusted Model,18175,10/9/2023,-0.02106943,0.004012154,0.004538091,21,100
Market-Adjusted Model,18176,10/9/2023,0.002277195,0.027469878,0.027884716,21,100
Market-Adjusted Model,18178,10/9/2023,-0.055160696,-0.029966658,-0.029553175,21,100
Market-Adjusted Model,18179,10/9/2023,-0.096432657,-0.075116724,-0.070825137,21,100
Market-Adjusted Model,18180,10/9/2023,-0.019021381,0.00730041,0.006586139,21,100
Market-Adjusted Model,18181,10/9/2023,-0.050748541,-0.025100746,-0.02514102,21,100
Market-Adjusted Model,18182,10/9/2023,-0.128386162,-0.107792377,-0.102778641,21,100
Market-Adjusted Model,18183,10/9/2023,-0.065641061,-0.040414962,-0.040033541,21,100
Market-Adjusted Model,18184,10/9/2023,-0.058614552,-0.016825996,-0.033007032,21,100
Market-Adjusted Model,18185,10/9/2023,0.055769235,0.121339586,0.081376755,21,100
Market-Adjusted Model,18186,10/9/2023,-0.030398958,-0.004793949,-0.004791438,21,100
Market-Adjusted Model,18187,10/9/2023,-0.007960552,0.018117575,0.017646968,21,100
Market-Adjusted Model,18188,10/9/2023,-0.036554713,-0.011223271,-0.010947193,21,100
Market-Adjusted Model,18189,10/9/2023,-0.040812871,-0.016002239,-0.01520535,21,100
Market-Adjusted Model,18190,10/9/2023,-0.038069226,-0.004836959,-0.012461705,21,100
Market-Adjusted Model,18191,10/9/2023,-0.032886293,-0.006820116,-0.007278773,21,100
Market-Adjusted Model,18192,10/9/2023,-0.109715202,-0.077038367,-0.084107682,21,100
